Session_ID,Station_ID,Station_Name,City,State,Location_Type,Charger_ID,Charger_Type,Connector_Type,Power_Rating_kW,Vehicle_Type,Vehicle_Model,Session_Start,Session_End,Charging_Duration_Min,Energy_Delivered_kWh,Idle_Duration_Min,Session_Status,Start_SOC_Percent,End_SOC_Percent,Charging_Cost,Price_per_kWh,Payment_Method,Customer_Type,Peak_Hour_Flag,Day_Type,Month,Year,Weather_Condition,Temperature_C
SESS001472,STN0021,Delhi EV Hub,delhi,delhi,Highway,CHG00030,,,30.0,2 Wheeler,Ola S1 Pro,2023-08-02 18:51:33,02/08/2023 19:50,59.0,30.16,0.0,Completed,17.4,,370.06,12.27,,Fleet,Y,Weekend,August,2023,,30.4
SESS000356,STN0071,noida Charge Point,noida,Uttar Pradesh,Hotel,CHG00025,,Type 2,50.0,,TVS iQube,03-08-2021 17:36:32,2021-08-03 18:07:32,31.0,6.47,,completed,,94.3,137.29,21.22,upi,Individual,no,Weekend,August,2021,Humid,33.4
SESS000716,STN0061,Patna Power Station,Patna,Bihar,Residential,CHG00830,DC Ultra Fast,GB/T,7.2,SUV,,01-09-2025 10:34:42,01-09-2025 11:34:42,60.0,8.64,0.0,COMPLETED,,82.3,139.8,16.18,Card,,no,Weekday,September,2025,Foggy,32.5
SESS001881,STN0139,Noida EV Hub,Noida,Uttar Pradesh,Office,CHG00498,ac,ccs2,50.0,2-Wheeler,Tata Nexon EV,16-06-2021 17:56:45,16/06/2021 18:48,52.0,19.39,,COMPLETED,-5.0,68.5,423.67,21.85,Cash,Commercial,no,Holiday,June,2021,,31.7
SESS001194,STN0168,HYDERABAD FAST CHARGE CENTER,Hyderabad,Telangana,Mall,CHG00893,DC Fast,ccs2,60.0,2 Wheeler,Ather 450X,19/03/2023 22:38,2023-03-19 23:52:10,74.0,1.76,14.0,completed,-5.0,,27.68,,Cash,,,Holiday,March,2023,,22.8
SESS001330,STN0164,Lucknow Charge Point,Lucknow,Uttar Pradesh,highway,CHG00229,DC fast,ccs2,150.0,2-Wheeler,Ola S1 Pro,2021-12-10 17:50:39,10/12/2021 18:31,41.0,17.15,,Cancelled,20.9,68.8,316.59,18.46,Wallet,Commercial,,Weekday,December,2021,Rainy,30.9
SESS000680,STN0165,Patna EV Hub,Patna,Bihar,Parking,CHG00634,DC Ultra Fast,CCS,50.0,3-Wheeler,,06/08/2024 19:37,06/08/2024 20:50,73.0,6.55,,completed,-5.0,,72.25,11.03,Cash,Individual,no,Weekend,August,2024,Cloudy,34.9
SESS001265,STN0024,Patna Fast Charge Center,Patna,Bihar,,CHG00394,DC fast,CHAdeMO,3.3,Bus,Tata Tiago EV,09/05/2025 17:23,09-05-2025 18:02:49,39.0,18.82,0.0,Failed,105.0,,265.74,14.12,Cash,Individual,No,Holiday,May,2025,Humid,20.0
SESS001772,STN0047,Surat Power Station,Surat,Gujarat,highway,CHG00001,DC fast,GB/T,50.0,2 Wheeler,Ola S1 Pro,08/03/2022 03:02,2022-03-08 03:27:16,25.0,35.67,,Completed,39.0,,310.69,8.71,Cash,Fleet,Y,Weekend,March,2022,Sunny,
SESS001503,STN0113,Delhi EV Hub,Delhi,Delhi,Hotel,CHG00701,,ccs2,,SUV,Hyundai Kona,2022-01-14 15:48:17,2022-01-14 16:09:17,21.0,29.14,,Failed,26.2,,435.64,14.95,Wallet,Individual,no,Weekday,January,2022,Sunny,23.1
SESS001269,STN0113,Indore Fast Charge Center,Indore,Madhya Pradesh,highway,CHG00446,DC fast,CHAdeMO,7.2,2-Wheeler,Tata Nexon EV,03/08/2025 14:09,03/08/2025 14:34,25.0,39.69,6.0,Completed,-5.0,,716.01,18.04,Cash,,N,Weekday,August,2025,,29.9
SESS001320,STN0127,Chandigarh EV Hub,chandigarh,Punjab,Residential,CHG00285,ac,CCS,60.0,3-Wheeler,Kia EV6,26/05/2022 13:25,26-05-2022 13:58:46,33.0,33.28,0.0,COMPLETED,,,584.06,17.55,Card,Fleet,Yes,Weekday,May,2022,Rainy,30.7
SESS001560,STN0172,Jaipur Fast Charge Center,Jaipur,RAJASTHAN,Office,CHG00245,DC Fast,CCS,60.0,Bus,Hyundai Kona,2022-09-29 20:23:40,,6.0,21.12,18.0,COMPLETED,105.0,150.0,260.2,12.32,upi,Individual,yes,Weekend,September,2022,Sunny,23.1
SESS000638,STN0106,Delhi Fast Charge Center,Delhi,Delhi,Hotel,CHG00474,ac,Type 2,,Car,BYD Atto 3,08-05-2021 19:50:35,2021-05-08 20:49:35,59.0,0.1,0.0,Failed,35.3,,1.81,,App,Commercial,Yes,Weekday,May,2021,Foggy,33.4
SESS001930,STN0091,  Chennai Fast Charge Center ,Chennai,Tamil Nadu,Parking,CHG00257,DC Fast,CHAdeMO,22.0,2 Wheeler,Hyundai Kona,12-09-2023 02:18:15,12-09-2023 03:03:15,45.0,32.5,,COMPLETED,,150.0,683.48,21.03,Card,Individual,No,Holiday,September,2023,Rainy,17.8
SESS000194,STN0080,Jaipur Charge Point,Jaipur,Rajasthan,Office,CHG00503,DC Ultra Fast,CCS,,Car,,2021-12-16 13:22:36,16-12-2021 13:50:36,28.0,0.1,,completed,,76.0,0.86,8.58,UPI,,No,Weekend,December,2021,,15.0
SESS001820,STN0156,Gurugram Charge Point,Gurugram,Haryana,Parking,CHG00437,DC Fast,,3.3,Car,MG ZS EV,2024-08-31 09:51:31,2024-08-31 10:20:31,29.0,,0.0,Failed,-5.0,150.0,402.13,19.25,upi,Individual,Yes,Weekend,August,2024,,31.2
SESS001777,STN0086,Indore EV Hub,Indore,Madhya Pradesh,Parking,CHG00807,DC Ultra Fast,GB/T,150.0,Bus,TVS iQube,10-10-2023 10:59:34,2023-10-10 11:57:34,58.0,38.36,3.0,Cancelled,105.0,150.0,788.68,20.56,Cash,,Yes,Weekday,October,2023,Foggy,
SESS001458,STN0142,Noida Charge Point,Noida,Uttar Pradesh,Parking,CHG00318,AC,CCS,60.0,Car,Ola S1 Pro,04-07-2023 10:10:31,04-07-2023 11:25:31,75.0,26.46,21.0,Failed,-5.0,,573.92,21.69,Wallet,Fleet,Y,Weekday,July,2023,Foggy,25.0
SESS001717,STN0227,Bhopal Fast Charge Center,Bhopal,MADHYA PRADESH,Hotel,CHG00681,,Type 2,150.0,2-Wheeler,Citroen eC3,2024-04-27 05:36:36,27-04-2024 06:38:36,62.0,20.78,0.0,Cancelled,11.5,3.5,276.58,13.31,Card,Fleet,,Weekday,April,2024,,25.2
SESS000542,STN0195,Kochi EV Hub,Kochi,Kerala,Parking,CHG00540,AC,ccs2,60.0,3-Wheeler,Kia EV6,17-09-2021 03:50:18,17/09/2021 05:05,75.0,34.54,25.0,COMPLETED,-5.0,83.0,328.48,9.51,App,Individual,Yes,Weekday,September,2021,Foggy,23.4
SESS000538,STN0138,Pune Fast Charge Center,Pune,Maharashtra,Residential,CHG00698,DC fast,CCS,60.0,SUV,Citroen eC3,03/05/2023 04:39,03/05/2023 04:58,,18.56,6.0,completed,105.0,71.8,193.58,10.43,Cash,,No,Holiday,May,2023,Foggy,37.3
SESS001826,STN0207,Kochi Fast Charge Center,KOCHI,Kerala,Office,CHG00062,DC Ultra Fast,,120.0,SUV,Ola S1 Pro,30/05/2025 14:33,30-05-2025 15:30:05,57.0,0.1,3.0,completed,38.5,,1.01,10.06,Cash,Fleet,N,Weekend,May,2025,Rainy,24.8
SESS001136,STN0159,Hyderabad EV Hub,Hyderabad,Telangana,Hotel,CHG00647,DC Ultra Fast,ccs2,3.3,2-Wheeler,Tata Tiago EV,19/08/2021 10:55,19-08-2021 12:13:30,78.0,4.8,15.0,Failed,21.5,150.0,93.55,19.49,UPI,Individual,Y,Holiday,August,2021,,32.3
SESS000019,STN0049,  Mumbai Fast Charge Center ,Mumbai,Maharashtra,Parking,CHG00667,DC Fast,,,2 Wheeler,Mahindra XUV400,03/06/2022 04:59,03-06-2022 05:00:36,1.0,10.47,0.0,Completed,-5.0,150.0,159.88,15.27,,Commercial,,Weekday,June,2022,Rainy,31.1
SESS000646,STN0057,Bhopal Charge Point,Bhopal,Madhya Pradesh,Parking,CHG00092,DC Fast,,60.0,2 Wheeler,,2022-02-07 03:41:26,2022-02-07 04:15:26,34.0,21.74,0.0,Failed,,150.0,187.83,8.64,,Fleet,Y,Weekday,February,2022,Rainy,32.9
SESS000435,STN0188,Chennai Power Station,Chennai,Tamil Nadu,highway,CHG00397,,CCS,30.0,Car,MG ZS EV,18/07/2023 18:20,18-07-2023 19:27:33,67.0,6.19,,Completed,105.0,87.9,123.43,19.94,Wallet,Fleet,no,Weekend,July,2023,Sunny,25.9
SESS000844,STN0045,Mumbai Fast Charge Center,Mumbai,Maharashtra,,CHG00152,ac,CCS,50.0,SUV,Tata Nexon EV,01-05-2023 02:20:28,2023-05-01 02:21:28,1.0,25.87,,Cancelled,-5.0,80.4,351.31,13.58,UPI,Fleet,No,Holiday,May,2023,Cloudy,30.6
SESS000446,STN0230,Indore EV Hub,Indore,MADHYA PRADESH,Residential,CHG00764,AC,,30.0,2 Wheeler,BYD Atto 3,2023-11-20 09:27:10,20-11-2023 10:10:10,43.0,37.98,44.0,Failed,32.0,,492.98,12.98,Wallet,,yes,Weekend,November,2023,Cloudy,15.3
SESS001592,STN0215,Bhopal Power Station,Bhopal,Madhya Pradesh,Hotel,CHG00473,AC,,50.0,Car,MG ZS EV,2023-12-31 06:10:13,31/12/2023 06:59,49.0,24.19,,Completed,39.0,,467.83,19.34,upi,,,Weekend,December,2023,Sunny,35.0
SESS001332,STN0100,Pune EV Hub,Pune,Maharashtra,Parking,CHG00243,DC fast,GB/T,150.0,Bus,Bajaj Chetak,02/01/2021 04:32,02/01/2021 06:09,97.0,39.38,,Completed,,,505.25,12.83,Wallet,Commercial,Y,Weekend,January,2021,Humid,30.5
SESS000440,STN0019,Lucknow Charge Point,Lucknow,Uttar Pradesh,Highway,CHG00506,DC Ultra Fast,,120.0,,Hyundai Kona,06-07-2023 03:27:22,2023-07-06 04:20:22,53.0,32.77,,Failed,23.9,150.0,418.15,12.76,Card,Individual,yes,Weekend,July,2023,Cloudy,33.5
SESS000725,STN0185,Lucknow EV Hub,lucknow,uttar pradesh,Mall,CHG00770,DC Fast,,,SUV,Tata Tiago EV,21-01-2025 14:18:16,21-01-2025 14:58:16,40.0,4.24,0.0,COMPLETED,-5.0,,73.73,17.39,Card,Fleet,,Weekend,January,2025,Sunny,37.5
SESS001049,STN0147,Ahmedabad Fast Charge Center,Ahmedabad,Gujarat,Office,CHG00731,AC,ccs2,,2-Wheeler,Citroen eC3,30-07-2023 15:22:27,30-07-2023 15:34:27,12.0,15.88,0.0,Failed,105.0,77.3,170.39,10.73,,Fleet,yes,Weekday,July,2023,Foggy,36.9
SESS000793,STN0060,Lucknow Fast Charge Center,  Lucknow ,Uttar Pradesh,Office,CHG00775,DC fast,CCS,3.3,2-Wheeler,Ather 450X,03-01-2024 11:56:50,03-01-2024 12:55:50,59.0,,18.0,COMPLETED,11.0,150.0,238.45,20.88,Wallet,Individual,,Holiday,January,2024,Foggy,
SESS001684,STN0110,Noida Power Station,Noida,Uttar Pradesh,highway,CHG00196,ac,Type 2,120.0,Car,Citroen eC3,01-12-2022 14:50:57,01/12/2022 15:25,35.0,21.42,,Completed,-5.0,,183.57,8.57,Card,Fleet,,Weekday,December,2022,Sunny,16.1
SESS000787,STN0130,Bengaluru EV Hub,Bengaluru,Karnataka,highway,CHG00017,DC Ultra Fast,ccs2,150.0,SUV,TVS iQube,29-08-2021 07:44:22,2021-08-29 08:12:22,28.0,20.37,,COMPLETED,,150.0,269.5,13.23,App,Individual,Yes,Weekday,August,2021,Rainy,19.7
SESS000827,STN0240,Pune Power Station,Pune,Maharashtra,Office,CHG00746,DC Ultra Fast,ccs2,7.2,2-Wheeler,MG ZS EV,13-09-2023 17:52:42,2023-09-13 17:56:42,4.0,19.34,4.0,COMPLETED,-5.0,,320.08,,Cash,Commercial,Y,Weekday,September,2023,Humid,28.0
SESS001792,STN0121,Surat Charge Point,Surat,Gujarat,Highway,CHG00097,AC,GB/T,120.0,2 Wheeler,Mahindra XUV400,11/01/2023 01:30,11-01-2023 02:31:57,61.0,20.31,,Failed,-5.0,67.2,176.49,8.69,Card,Commercial,Yes,Weekday,January,2023,Cloudy,48.5
SESS001837,STN0235,Patna Fast Charge Center,Patna,Bihar,Residential,CHG00718,DC fast,GB/T,60.0,3-Wheeler,BYD Atto 3,22/08/2021 05:19,22/08/2021 06:00,41.0,21.6,0.0,Failed,23.5,150.0,194.4,9.0,,Commercial,,Weekend,August,2021,Rainy,32.8
SESS001337,STN0017,Indore Charge Point,Indore,Madhya Pradesh,highway,CHG00754,ac,,30.0,Bus,Kia EV6,05/07/2023 16:35,05-07-2023 17:09:37,34.0,33.59,13.0,COMPLETED,12.8,93.7,399.39,11.89,Cash,,N,Weekday,July,2023,Sunny,28.5
SESS001368,STN0066,PATNA EV HUB,Patna,Bihar,,CHG00516,AC,Type 2,60.0,Car,Ola S1 Pro,09-03-2025 07:57:05,09-03-2025 08:42:05,45.0,13.7,0.0,completed,105.0,,194.13,14.17,UPI,,No,Weekend,March,2025,,31.3
SESS001502,STN0195,Kolkata EV Hub,Kolkata,West Bengal,Office,CHG00790,DC fast,Type 2,7.2,SUV,Tata Tiago EV,2023-08-09 17:18:52,09-08-2023 18:13:52,55.0,6.09,,COMPLETED,-5.0,77.2,73.08,12.0,Card,Fleet,no,Holiday,August,2023,Foggy,31.7
SESS000310,STN0164,Mumbai Power Station,Mumbai,Maharashtra,Highway,CHG00346,DC Ultra Fast,Type 2,150.0,,MG ZS EV,2023-11-09 22:01:27,09/11/2023 22:06,5.0,26.59,,COMPLETED,39.4,96.5,259.52,9.76,UPI,Individual,Yes,Weekend,November,2023,,28.0
SESS000487,STN0124,Ahmedabad Fast Charge Center,Ahmedabad,  Gujarat ,highway,CHG00216,ac,Type 2,30.0,,Tata Tiago EV,2021-02-09 22:16:57,2021-02-09 22:34:57,18.0,4.32,1.0,Failed,105.0,,85.97,19.9,UPI,,N,Holiday,February,2021,Sunny,39.3
SESS001530,STN0188,Kochi EV Hub,Kochi,Kerala,Residential,CHG00224,AC,,150.0,2-Wheeler,Mahindra XUV400,2024-12-01 14:01:30,01-12-2024 15:09:30,68.0,32.85,0.0,Completed,-5.0,,707.59,21.54,upi,Fleet,,Weekend,December,2024,Humid,
SESS000878,STN0104,Ahmedabad Charge Point,Ahmedabad,Gujarat,Office,CHG00696,ac,CHAdeMO,120.0,SUV,Ather 450X,29-02-2024 13:06:38,29/02/2024 14:05,59.0,11.99,4.0,completed,,150.0,258.02,21.52,Cash,Commercial,N,Holiday,February,2024,Sunny,23.2
SESS000693,STN0243,Bhopal Fast Charge Center,Bhopal,Madhya Pradesh,Residential,CHG00797,ac,Type 2,22.0,Car,Tata Tiago EV,11/12/2025 09:27,11-12-2025 10:41:31,74.0,8.1,0.0,Failed,105.0,96.1,129.68,16.01,Card,Individual,No,Holiday,December,2025,,20.8
SESS000491,STN0111,Pune EV Hub,Pune,maharashtra,Mall,CHG00567,ac,GB/T,,3-Wheeler,Tata Tiago EV,12-07-2022 06:10:17,12/07/2022 07:06,56.0,9.3,0.0,completed,,62.0,130.85,14.07,UPI,,yes,Holiday,July,2022,Humid,41.2
SESS001417,STN0045,Noida EV Hub,Noida,Uttar Pradesh,Mall,CHG00596,ac,Type 2,3.3,,Citroen eC3,11/06/2025 07:08,11-06-2025 07:26:58,,14.28,27.0,Failed,105.0,,224.77,15.74,Card,,,Weekday,June,2025,Foggy,28.1
SESS000559,STN0023,Bengaluru EV Hub,Bengaluru,Karnataka,Parking,CHG00513,ac,GB/T,7.2,2 Wheeler,Bajaj Chetak,23-06-2023 22:50:02,2023-06-23 23:40:02,50.0,20.31,,Cancelled,,,234.58,11.55,Wallet,,No,Holiday,June,2023,,23.4
SESS000049,STN0043,Mumbai EV Hub,Mumbai,Maharashtra,,CHG00088,DC fast,ccs2,150.0,Car,MG ZS EV,11/08/2025 21:45,2025-08-11 22:06:29,21.0,24.35,1.0,COMPLETED,105.0,,436.84,17.94,Card,,No,Weekday,August,2025,Rainy,21.1
SESS001831,STN0195,Bhopal Power Station,Bhopal,Madhya Pradesh,Hotel,CHG00279,DC fast,GB/T,7.2,,,07/03/2025 12:26,07-03-2025 13:23:24,57.0,8.71,0.0,COMPLETED,13.6,64.8,164.27,18.86,upi,Commercial,yes,Weekday,March,2025,Cloudy,27.5
SESS000613,STN0145,Delhi Charge Point,Delhi,delhi,Residential,CHG00190,DC fast,CCS,7.2,Bus,,19-02-2023 11:54:54,,51.0,7.14,0.0,COMPLETED,18.4,150.0,116.6,16.33,UPI,,No,Holiday,February,2023,,21.4
SESS001982,STN0085,Gurugram Charge Point,Gurugram,Haryana,Parking,CHG00251,AC,,30.0,SUV,Tata Nexon EV,2024-02-25 16:59:14,25-02-2024 17:21:14,22.0,10.24,0.0,COMPLETED,-5.0,,122.16,11.93,Cash,Commercial,,Weekday,February,2024,Humid,31.6
SESS001986,STN0161,Bhopal Fast Charge Center,Bhopal,  Madhya Pradesh ,,CHG00132,AC,,22.0,,Hyundai Kona,2025-12-10 11:27:17,10-12-2025 12:35:17,68.0,32.95,0.0,Completed,105.0,67.6,414.84,,Wallet,Commercial,,Holiday,December,2025,Foggy,31.1
SESS000561,STN0064,Lucknow Power Station,Lucknow,Uttar Pradesh,highway,CHG00900,DC Ultra Fast,Type 2,120.0,2 Wheeler,Tata Tiago EV,28/10/2021 07:25,,40.0,13.48,0.0,Completed,-5.0,75.5,279.44,20.73,Card,Fleet,N,Holiday,October,2021,Cloudy,31.9
SESS001647,STN0207,Chandigarh Charge Point,Chandigarh,Punjab,Hotel,CHG00879,,GB/T,,Bus,MG ZS EV,12-05-2021 23:18:01,12-05-2021 23:24:01,6.0,50.8,,Completed,,61.7,480.06,9.45,App,Commercial,Yes,Weekday,May,2021,Rainy,29.8
SESS001992,STN0208,Mumbai Fast Charge Center,Mumbai,Maharashtra,Hotel,CHG00342,DC fast,ccs2,7.2,,Mahindra XUV400,03-12-2022 15:23:15,03-12-2022 16:04:15,41.0,19.85,,Failed,-5.0,87.8,367.42,18.51,Cash,,No,Weekend,December,2022,Cloudy,26.8
SESS000873,STN0146,Pune Charge Point,Pune,maharashtra,Highway,CHG00548,DC Ultra Fast,GB/T,30.0,3-Wheeler,Tata Nexon EV,03/05/2023 14:39,2023-05-03 15:05:58,26.0,18.13,30.0,Completed,105.0,150.0,220.28,12.15,Card,Fleet,,Weekday,May,2023,Rainy,26.4
SESS001062,STN0114,Noida Charge Point,noida,Uttar Pradesh,,CHG00474,DC Ultra Fast,CHAdeMO,7.2,,TVS iQube,2023-02-19 10:42:44,,65.0,53.78,0.0,completed,22.5,,1112.17,20.68,Cash,Fleet,No,Weekday,February,2023,,33.0
SESS000031,STN0136,Pune Power Station,Pune,Maharashtra,,CHG00652,DC fast,GB/T,,SUV,Ola S1 Pro,19-06-2024 15:34:18,19/06/2024 16:10,36.0,27.36,,COMPLETED,105.0,,222.44,8.13,Cash,Commercial,Yes,Weekend,June,2024,Rainy,33.6
SESS001893,STN0167,Kolkata Fast Charge Center,Kolkata,West Bengal,Residential,CHG00094,AC,GB/T,3.3,SUV,,04/05/2023 18:36,04/05/2023 19:37,61.0,32.06,,Completed,105.0,66.6,657.23,20.5,,Individual,N,Weekend,May,2023,Rainy,24.5
SESS001253,STN0220,Chennai Power Station,Chennai,TAMIL NADU,Highway,CHG00154,DC Ultra Fast,,30.0,SUV,TVS iQube,2024-10-27 17:49:17,27-10-2024 19:05:17,76.0,33.35,18.0,COMPLETED,-5.0,,706.02,21.17,Cash,,Y,Weekday,October,2024,,26.8
SESS000554,STN0028,Patna Power Station,Patna,Bihar,Highway,CHG00138,ac,Type 2,120.0,2 Wheeler,,2025-11-04 18:49:27,04-11-2025 19:56:27,67.0,18.96,13.0,Completed,105.0,150.0,222.97,11.76,Wallet,Individual,No,Holiday,November,2025,Cloudy,23.5
SESS000764,STN0222,Kolkata Fast Charge Center,Kolkata,WEST BENGAL,,CHG00407,AC,CHAdeMO,150.0,2 Wheeler,Ather 450X,24/02/2023 12:49,24-02-2023 13:13:52,24.0,20.0,0.0,COMPLETED,30.3,83.8,162.6,8.13,UPI,,Y,Holiday,February,2023,Cloudy,23.5
SESS001577,STN0145,Kolkata Charge Point,Kolkata,West Bengal,Residential,CHG00797,,ccs2,3.3,SUV,TVS iQube,21/02/2023 20:40,21/02/2023 20:24,-16.0,26.79,,completed,18.2,150.0,425.96,15.9,upi,Commercial,Yes,Holiday,February,2023,Sunny,
SESS001391,STN0035,Ahmedabad EV Hub,Ahmedabad,Gujarat,highway,CHG00800,ac,Type 2,60.0,,BYD Atto 3,10/03/2023 12:59,10-03-2023 14:25:39,86.0,,,completed,105.0,,1.52,15.15,Card,Commercial,N,Weekday,March,2023,Sunny,27.4
SESS001748,STN0133,Lucknow Charge Point,Lucknow,Uttar Pradesh,Parking,CHG00851,DC Fast,,,,BYD Atto 3,2021-06-25 09:42:02,25-06-2021 10:03:02,21.0,35.36,,Cancelled,23.3,,394.97,11.17,App,Fleet,Y,Weekend,June,2021,Foggy,33.3
SESS000775,STN0028,Kolkata Fast Charge Center,Kolkata,West Bengal,Mall,CHG00067,AC,Type 2,120.0,Bus,Tata Tiago EV,27/07/2023 12:12,27/07/2023 12:51,39.0,15.89,9.0,COMPLETED,,,144.44,9.09,Wallet,,,Holiday,July,2023,Sunny,25.6
SESS001109,STN0100,Lucknow Power Station,lucknow,UTTAR PRADESH,,CHG00656,DC fast,CCS,,Bus,,27-04-2024 11:47:08,27/04/2024 13:13,86.0,8.88,0.0,completed,,65.2,108.69,12.24,,Individual,yes,Weekday,April,2024,Foggy,54.5
SESS000130,STN0093,Gurugram EV Hub,Gurugram,haryana,highway,CHG00703,AC,GB/T,,Bus,Tata Tiago EV,2024-10-31 14:16:30,2024-10-31 15:26:30,70.0,42.49,23.0,Cancelled,105.0,150.0,762.27,17.94,App,Fleet,,Holiday,October,2024,,31.4
SESS000636,STN0142,surat Power Station,surat,Gujarat,Highway,CHG00707,DC Ultra Fast,CCS,22.0,SUV,Hyundai Kona,20-09-2025 00:19:08,2025-09-20 01:33:08,74.0,22.94,,Failed,-5.0,,205.54,8.96,,Commercial,No,Weekend,September,2025,Rainy,
SESS000556,STN0152,Jaipur Power Station,Jaipur,Rajasthan,highway,CHG00591,DC fast,CCS,150.0,,Tata Tiago EV,12/04/2024 11:56,12/04/2024 12:39,43.0,12.52,0.0,Cancelled,22.2,60.5,183.42,14.65,Cash,Commercial,yes,Weekend,April,2024,Sunny,
SESS000849,STN0233,chennai Fast Charge Center,chennai,TAMIL NADU,Office,CHG00234,,Type 2,60.0,Car,Bajaj Chetak,2021-02-20 19:55:25,2021-02-20 20:21:25,26.0,13.34,0.0,COMPLETED,105.0,88.5,224.91,16.86,App,,No,Weekend,February,2021,,35.9
SESS001463,STN0144,Ahmedabad Fast Charge Center,Ahmedabad,Gujarat,Residential,CHG00115,ac,GB/T,,,Citroen eC3,2024-04-07 13:25:53,07/04/2024 12:50,-35.0,13.57,0.0,COMPLETED,105.0,150.0,278.32,,UPI,,,Weekend,April,2024,Foggy,19.4
SESS001163,STN0219,  Delhi Power Station ,Delhi,Delhi,Hotel,CHG00327,DC Ultra Fast,GB/T,150.0,SUV,,2025-08-20 16:25:13,2025-08-20 17:13:13,48.0,35.97,27.0,Completed,-5.0,150.0,399.63,11.11,Cash,,Y,Weekday,August,2025,Humid,31.7
SESS000456,STN0140,Noida EV Hub,Noida,Uttar Pradesh,Highway,CHG00283,DC fast,Type 2,120.0,Bus,,22/12/2022 15:19,22/12/2022 16:08,49.0,27.36,0.0,Failed,29.9,,448.98,16.41,App,Commercial,,Weekend,December,2022,Foggy,37.3
SESS000164,STN0117,Mumbai Power Station,Mumbai,Maharashtra,Residential,CHG00090,,CCS,120.0,2-Wheeler,BYD Atto 3,19/01/2022 14:13,19-01-2022 14:39:38,26.0,13.56,0.0,completed,31.9,,203.54,15.01,UPI,Fleet,yes,Weekend,January,2022,Rainy,30.6
SESS001952,STN0013,Hyderabad Fast Charge Center,Hyderabad,Telangana,Highway,CHG00194,DC Fast,GB/T,,3-Wheeler,Tata Tiago EV,2025-06-10 17:50:19,,25.0,22.06,0.0,completed,21.3,150.0,219.94,9.97,Wallet,Individual,no,Weekend,June,2025,Humid,27.0
SESS001538,STN0009,Kochi EV Hub,Kochi,Kerala,highway,CHG00755,DC Fast,ccs2,7.2,Bus,Citroen eC3,2025-05-17 05:36:31,17/05/2025 05:59,23.0,26.86,12.0,Failed,-5.0,71.4,216.49,8.06,Card,Commercial,N,Weekday,May,2025,,29.0
SESS001815,STN0102,Kolkata EV Hub,Kolkata,West Bengal,Residential,CHG00078,DC Fast,,120.0,Bus,,24-10-2023 01:29:54,2023-10-24 01:50:54,21.0,9.02,,COMPLETED,105.0,150.0,116.81,12.95,UPI,Commercial,Yes,Weekend,October,2023,Humid,29.9
SESS001190,STN0005,Bengaluru Power Station,Bengaluru,Karnataka,Mall,CHG00592,ac,GB/T,7.2,2-Wheeler,Citroen eC3,05-01-2022 11:57:46,05-01-2022 12:49:46,52.0,16.42,30.0,Cancelled,-5.0,,171.26,10.43,upi,,N,Weekend,January,2022,Cloudy,34.2
SESS001223,STN0044,Patna EV Hub,Patna,Bihar,Office,CHG00605,ac,,60.0,3-Wheeler,Tata Tiago EV,18-12-2021 15:40:02,18/12/2021 16:05,25.0,1.22,,COMPLETED,-5.0,,24.44,20.03,App,Fleet,Y,Weekday,December,2021,Humid,25.0
SESS000043,STN0078,Pune EV Hub,Pune,Maharashtra,Office,CHG00892,DC Fast,ccs2,,2-Wheeler,Ola S1 Pro,2023-12-05 10:48:01,05/12/2023 11:57,69.0,4.41,9.0,COMPLETED,,92.7,38.59,8.75,UPI,Fleet,yes,Weekday,December,2023,Sunny,23.9
SESS001907,STN0148,Delhi Fast Charge Center,Delhi,Delhi,Highway,CHG00440,,CHAdeMO,50.0,2-Wheeler,Ather 450X,04-11-2023 14:53:08,2023-11-04 15:10:08,17.0,15.77,,completed,105.0,,218.57,13.86,UPI,Individual,N,Weekday,November,2023,Sunny,22.2
SESS000886,STN0121,Patna EV Hub,Patna,BIHAR,Hotel,CHG00094,DC Fast,GB/T,150.0,Car,MG ZS EV,18-09-2024 05:50:56,18/09/2024 06:36,46.0,28.01,0.0,completed,-5.0,,488.21,17.43,Card,,,Weekend,September,2024,,
SESS001521,STN0106,Pune Fast Charge Center,Pune,Maharashtra,Highway,CHG00385,DC Fast,CHAdeMO,22.0,2-Wheeler,MG ZS EV,14-08-2022 10:09:22,14/08/2022 10:53,44.0,1.21,,completed,-5.0,90.1,13.64,11.27,Card,Individual,yes,Holiday,August,2022,Foggy,29.6
SESS001921,STN0115,Indore Fast Charge Center,Indore,madhya pradesh,Office,CHG00078,DC fast,GB/T,50.0,Bus,MG ZS EV,2025-07-14 15:38:51,2025-07-14 16:22:51,44.0,2.37,10.0,Completed,37.0,90.4,33.49,14.13,Wallet,Commercial,N,Weekday,July,2025,Rainy,24.7
SESS001673,STN0084,Jaipur Power Station,Jaipur,Rajasthan,Office,CHG00843,ac,GB/T,50.0,2-Wheeler,Citroen eC3,17-08-2022 09:21:32,17-08-2022 10:04:32,43.0,18.35,25.0,COMPLETED,105.0,150.0,215.8,11.76,upi,,,Weekday,August,2022,Cloudy,17.5
SESS000282,STN0009,Pune Power Station,Pune,Maharashtra,Parking,CHG00821,ac,GB/T,,2-Wheeler,Mahindra XUV400,2024-01-04 17:40:44,04-01-2024 18:30:44,50.0,0.1,,completed,105.0,75.3,,17.99,upi,,yes,Weekday,January,2024,Rainy,20.8
